insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
4/22/2019 6:19,SEVILLA,MADRID,5/25/2019 8:45,5/25/2019 11:15,AVE,69.35,Preferente,Promo
4/28/2019 23:42,BARCELONA,MADRID,5/26/2019 9:00,5/26/2019 11:45,AVE,85.1,Turista,Promo
4/15/2019 10:08,MADRID,BARCELONA,4/25/2019 7:15,4/25/2019 16:37,R. EXPRES,43.25,Turista,Adulto ida
5/1/2019 13:21,VALENCIA,MADRID,5/25/2019 21:05,5/25/2019 23:32,INTERCITY,29.9,Turista,Promo
4/22/2019 6:25,MADRID,VALENCIA,5/21/2019 9:10,5/21/2019 10:58,AVE,45.3,Turista,Promo
5/7/2019 3:39,MADRID,VALENCIA,5/26/2019 21:10,5/26/2019 23:03,AVE,45.3,Turista,Promo
4/24/2019 6:44,MADRID,BARCELONA,5/5/2019 10:30,5/5/2019 13:15,AVE,85.1,Turista,Promo
4/17/2019 7:00,SEVILLA,MADRID,4/23/2019 10:45,4/23/2019 13:17,AVE,76.3,Turista,Flexible
4/22/2019 23:31,SEVILLA,MADRID,4/23/2019 21:00,4/23/2019 23:52,AV City,62.2,Turista,Flexible
4/19/2019 23:31,BARCELONA,MADRID,4/30/2019 12:00,4/30/2019 15:10,AVE,85.1,Turista,Promo
4/18/2019 11:11,BARCELONA,MADRID,5/6/2019 6:05,5/6/2019 9:15,AVE,98,Preferente,Promo
4/16/2019 2:02,BARCELONA,MADRID,5/25/2019 17:00,5/25/2019 19:45,AVE,80.15,Turista Plus,Promo
4/20/2019 7:34,SEVILLA,MADRID,5/6/2019 21:00,5/6/2019 23:52,AV City,,,
4/16/2019 20:45,MADRID,BARCELONA,5/8/2019 16:30,5/8/2019 19:15,AVE,90.5,Turista Plus,Promo
4/13/2019 11:03,MADRID,BARCELONA,5/22/2019 9:00,5/22/2019 11:45,AVE,,Turista,Promo
4/17/2019 17:03,MADRID,SEVILLA,5/4/2019 13:10,5/4/2019 20:51,MD-LD,34.35,Turista con enlace,Promo +
4/14/2019 22:19,MADRID,VALENCIA,5/13/2019 16:55,5/13/2019 21:58,AVE-LD,39.25,Turista con enlace,Promo
4/15/2019 5:11,MADRID,VALENCIA,5/6/2019 15:40,5/6/2019 17:22,AVE,33.65,Turista,Promo
4/17/2019 5:41,VALENCIA,MADRID,5/26/2019 9:50,5/26/2019 16:58,REGIONAL,28.35,Turista,Adulto ida
5/7/2019 15:19,BARCELONA,MADRID,5/23/2019 12:00,5/23/2019 18:50,LD-AVE,,Turista,Promo
4/18/2019 9:24,SEVILLA,MADRID,5/15/2019 19:15,5/15/2019 21:36,AVE,76.3,Turista,Flexible
4/25/2019 1:37,MADRID,BARCELONA,5/27/2019 20:00,5/27/2019 22:30,AVE,58.45,Turista,Promo
4/13/2019 16:28,MADRID,VALENCIA,6/1/2019 19:40,6/1/2019 21:29,AVE,45.3,Turista,Promo
5/3/2019 3:10,MADRID,BARCELONA,5/27/2019 8:30,5/27/2019 11:15,AVE,85.1,Turista,Promo
4/17/2019 10:09,MADRID,VALENCIA,4/28/2019 16:30,4/28/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
4/16/2019 18:35,MADRID,VALENCIA,6/7/2019 16:30,6/7/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
4/18/2019 22:34,PONFERRADA,MADRID,4/24/2019 17:55,4/24/2019 22:55,MD-LD,40.6,Turista con enlace,Promo +
4/23/2019 15:16,SEVILLA,MADRID,5/3/2019 21:00,5/3/2019 23:52,AV City,49.15,Turista,Promo
4/14/2019 21:22,BARCELONA,MADRID,5/16/2019 8:25,5/16/2019 10:55,AVE,94.55,Turista Plus,Promo
4/30/2019 11:25,SEVILLA,MADRID,5/12/2019 20:15,5/12/2019 22:36,AVE,76.3,Turista,Flexible
4/30/2019 13:09,MADRID,VALENCIA,5/24/2019 15:10,5/24/2019 17:20,INTERCITY,43.75,Turista,Promo
4/30/2019 7:44,MADRID,VALENCIA,5/2/2019 16:05,5/2/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
4/24/2019 23:13,MADRID,BARCELONA,5/15/2019 7:00,5/15/2019 9:30,AVE,100.4,Turista,Promo
4/12/2019 23:22,MADRID,SEVILLA,5/22/2019 17:00,5/22/2019 19:38,AVE,,Turista,Flexible
4/19/2019 12:34,MADRID,SEVILLA,5/3/2019 18:00,5/3/2019 20:32,AVE,,Preferente,Promo
4/16/2019 9:14,MADRID,VALENCIA,5/17/2019 12:21,5/17/2019 19:04,REGIONAL,28.35,Turista,Adulto ida
4/20/2019 1:23,MADRID,VALENCIA,4/22/2019 17:48,4/22/2019 21:58,INTERCITY,42.9,Turista,Flexible
4/20/2019 21:06,MADRID,VALENCIA,5/3/2019 15:40,5/3/2019 17:22,AVE,57.75,Turista,Promo
5/1/2019 21:28,BARCELONA,MADRID,5/18/2019 8:25,5/18/2019 10:55,AVE,88.95,Turista,Promo
5/7/2019 3:22,VALENCIA,MADRID,5/23/2019 17:10,5/23/2019 18:50,AVE,57.75,Turista,Promo
4/23/2019 10:04,BARCELONA,MADRID,5/13/2019 7:25,5/13/2019 10:01,AVE,107.7,Turista,Flexible
4/28/2019 5:09,MADRID,SEVILLA,5/24/2019 13:30,5/24/2019 16:05,ALVIA,,Turista,Flexible
5/3/2019 13:46,BARCELONA,MADRID,5/12/2019 9:00,5/12/2019 11:45,AVE,85.1,Turista,Promo
4/29/2019 23:23,VALENCIA,MADRID,5/7/2019 8:00,5/7/2019 9:47,AVE,39.45,Turista,Promo
4/14/2019 10:11,MADRID,SEVILLA,4/25/2019 11:05,4/25/2019 13:41,ALVIA,,Turista,Promo
4/27/2019 1:13,MADRID,SEVILLA,5/13/2019 12:00,5/13/2019 14:32,AVE,60.3,Turista,Promo
5/2/2019 9:12,BARCELONA,MADRID,5/20/2019 19:25,5/20/2019 21:55,AVE,78.8,Turista,Promo
4/14/2019 9:02,MADRID,BARCELONA,4/25/2019 6:30,4/25/2019 9:20,AVE,58.15,Turista,Promo
4/30/2019 7:10,BARCELONA,MADRID,5/9/2019 19:25,5/9/2019 21:55,AVE,100.4,Turista,Promo
4/18/2019 7:33,VALENCIA,MADRID,5/6/2019 7:10,5/6/2019 8:51,AVE,66.55,Preferente,Promo
4/18/2019 21:42,MADRID,VALENCIA,5/31/2019 18:40,5/31/2019 20:20,AVE,57.75,Turista,Promo
4/13/2019 18:28,MADRID,SEVILLA,4/26/2019 11:05,4/26/2019 13:41,ALVIA,,Turista,Flexible
4/24/2019 12:35,VALENCIA,MADRID,5/15/2019 9:00,5/15/2019 11:33,ALVIA,35.5,Turista,Promo
4/13/2019 6:07,MADRID,BARCELONA,4/22/2019 7:00,4/22/2019 9:30,AVE,,Turista Plus,Promo
4/15/2019 19:29,VALENCIA,MADRID,4/26/2019 6:20,4/26/2019 10:36,INTERCITY,30.05,Turista,Promo
4/19/2019 22:44,MADRID,VALENCIA,5/3/2019 12:21,5/3/2019 19:04,REGIONAL,28.35,Turista,Adulto ida
4/14/2019 23:12,MADRID,SEVILLA,5/20/2019 8:00,5/20/2019 10:32,AVE,60.3,Turista,Promo
4/29/2019 21:13,MADRID,BARCELONA,5/24/2019 6:20,5/24/2019 14:25,LD-AVE,,Turista,Promo
5/6/2019 21:39,MADRID,PONFERRADA,6/2/2019 14:40,6/2/2019 18:52,AVE-LD,37.45,Turista con enlace,Promo
4/12/2019 16:22,SEVILLA,MADRID,5/30/2019 15:45,5/30/2019 18:15,AVE,,Turista,Flexible
4/16/2019 23:28,MADRID,SEVILLA,4/20/2019 16:00,4/20/2019 18:30,AVE,61.45,Preferente,Promo
4/15/2019 8:33,MADRID,VALENCIA,5/24/2019 15:10,5/24/2019 17:20,INTERCITY,38.8,Turista,Promo
4/18/2019 17:21,SEVILLA,MADRID,5/4/2019 9:40,5/4/2019 12:23,AVE,76.3,Turista,Flexible
4/16/2019 3:26,SEVILLA,MADRID,4/29/2019 17:45,4/29/2019 20:17,AVE,60.3,Turista,Promo
4/27/2019 21:28,BARCELONA,MADRID,5/12/2019 8:00,5/12/2019 11:10,AVE,66.75,Turista,Promo
4/17/2019 6:20,VALENCIA,MADRID,5/4/2019 14:10,5/4/2019 15:48,AVE,33.65,Turista,Promo
5/3/2019 11:02,MADRID,SEVILLA,5/8/2019 8:00,5/8/2019 10:32,AVE,76.3,Turista,Flexible
4/29/2019 3:03,BARCELONA,MADRID,5/27/2019 7:05,5/27/2019 9:50,AVE,66.75,Turista,Promo
4/14/2019 11:12,SEVILLA,MADRID,4/18/2019 18:45,4/18/2019 21:17,AVE,53.4,Turista,Promo
4/20/2019 20:37,MADRID,VALENCIA,5/15/2019 14:10,5/15/2019 16:03,AVE,21.95,Turista,Promo
4/29/2019 5:45,BARCELONA,MADRID,5/15/2019 6:05,5/15/2019 9:15,AVE,58.15,Turista,Promo
5/8/2019 6:07,MADRID,SEVILLA,5/8/2019 13:30,5/8/2019 16:05,ALVIA,,Turista,Promo
5/9/2019 7:02,MADRID,BARCELONA,5/10/2019 14:30,5/10/2019 17:21,AVE,,Preferente,Flexible
4/23/2019 12:03,MADRID,PONFERRADA,4/26/2019 17:30,4/26/2019 21:33,ALVIA,55.8,Turista,Flexible
4/25/2019 11:50,MADRID,BARCELONA,4/26/2019 21:25,4/26/2019 23:55,AVE,98,Preferente,Promo
4/13/2019 11:21,MADRID,VALENCIA,5/31/2019 17:48,5/31/2019 21:58,INTERCITY,,Turista Plus,Promo
4/20/2019 22:17,BARCELONA,MADRID,5/21/2019 9:03,5/21/2019 18:07,R. EXPRES,43.25,Turista,Adulto ida
4/30/2019 3:12,MADRID,SEVILLA,5/15/2019 10:00,5/15/2019 12:32,AVE,76.3,Turista,Flexible
4/18/2019 10:24,SEVILLA,MADRID,5/16/2019 8:45,5/16/2019 11:15,AVE,69.4,Preferente,Promo
4/22/2019 12:20,VALENCIA,MADRID,5/3/2019 14:50,5/3/2019 22:04,REGIONAL,28.35,Turista,Adulto ida
4/13/2019 6:19,SEVILLA,MADRID,5/3/2019 14:58,5/3/2019 17:50,ALVIA,,Preferente,Flexible
5/7/2019 7:27,SEVILLA,MADRID,5/13/2019 9:40,5/13/2019 12:23,AVE,76.3,Turista,Flexible
4/17/2019 21:31,MADRID,SEVILLA,5/30/2019 8:00,5/30/2019 10:32,AVE,69.4,Preferente,Promo
4/25/2019 19:28,VALENCIA,MADRID,5/5/2019 14:50,5/5/2019 22:17,REGIONAL,28.35,Turista,Adulto ida
4/22/2019 11:45,MADRID,PONFERRADA,5/4/2019 14:40,5/4/2019 18:33,LD-MD,54.1,Turista con enlace,Flexible
4/19/2019 3:10,MADRID,BARCELONA,5/12/2019 21:25,5/12/2019 23:55,AVE,69.8,Turista Plus,Promo
4/12/2019 18:30,MADRID,SEVILLA,5/12/2019 16:30,5/12/2019 18:51,AVE,,Turista,Flexible
4/20/2019 13:47,BARCELONA,MADRID,4/22/2019 13:25,4/22/2019 16:10,AVE,107.7,Turista,Flexible
4/29/2019 17:03,MADRID,SEVILLA,5/17/2019 13:30,5/17/2019 16:05,ALVIA,,Preferente,Promo
4/28/2019 7:25,SEVILLA,MADRID,6/1/2019 10:45,6/1/2019 13:17,AVE,61.45,Preferente,Promo
5/1/2019 15:39,MADRID,VALENCIA,5/25/2019 11:55,5/25/2019 13:35,AVE,33.65,Turista,Promo
4/24/2019 10:44,MADRID,BARCELONA,5/14/2019 8:20,5/14/2019 11:05,AVE,75.4,Turista,Promo
4/27/2019 23:39,VALENCIA,MADRID,5/26/2019 19:15,5/26/2019 21:01,AVE,57.75,Turista,Promo
4/29/2019 21:46,MADRID,VALENCIA,5/9/2019 21:10,5/9/2019 23:03,AVE,57.75,Turista,Promo
4/19/2019 16:03,MADRID,BARCELONA,5/28/2019 8:30,5/28/2019 11:15,AVE,75.4,Turista,Promo
5/3/2019 21:00,VALENCIA,MADRID,5/11/2019 8:00,5/11/2019 9:53,AVE,73.1,Turista,Flexible
4/25/2019 11:32,MADRID,VALENCIA,5/14/2019 12:40,5/14/2019 14:20,AVE,21.95,Turista,Promo
4/22/2019 5:26,MADRID,VALENCIA,4/28/2019 11:55,4/28/2019 13:35,AVE,66.55,Preferente,Promo
4/21/2019 13:12,MADRID,BARCELONA,4/26/2019 11:30,4/26/2019 14:40,AVE,107.7,Turista,Flexible
5/3/2019 9:10,MADRID,BARCELONA,5/22/2019 21:25,5/22/2019 23:55,AVE,75.4,Turista,Promo
4/30/2019 7:33,SEVILLA,MADRID,5/13/2019 9:40,5/13/2019 12:23,AVE,76.3,Turista,Flexible
4/12/2019 2:12,MADRID,SEVILLA,5/15/2019 18:00,5/15/2019 20:32,AVE,47.3,Turista,Promo
4/23/2019 15:23,MADRID,SEVILLA,4/29/2019 21:25,4/30/2019 0:10,AV City,49.15,Turista,Promo
4/24/2019 0:02,MADRID,VALENCIA,5/13/2019 9:40,5/13/2019 11:24,AVE,39.45,Turista,Promo
4/23/2019 9:13,BARCELONA,MADRID,5/26/2019 11:00,5/26/2019 13:45,AVE,66.75,Turista,Promo
4/21/2019 22:33,MADRID,SEVILLA,5/2/2019 7:00,5/2/2019 9:55,AV City,62.2,Turista,Flexible
4/15/2019 16:03,MADRID,BARCELONA,4/28/2019 19:00,4/28/2019 21:30,AVE,100.4,Turista,Promo
4/17/2019 13:33,SEVILLA,MADRID,5/12/2019 14:58,5/12/2019 17:50,ALVIA,,Turista,Flexible
4/25/2019 7:26,MADRID,VALENCIA,5/2/2019 10:40,5/2/2019 12:20,AVE,51.15,Turista,Promo
4/19/2019 7:39,MADRID,VALENCIA,5/7/2019 7:40,5/7/2019 9:20,AVE,73.1,Turista,Flexible
4/23/2019 15:13,SEVILLA,MADRID,5/29/2019 15:45,5/29/2019 18:15,AVE,69.4,Preferente,Promo
4/13/2019 15:24,MADRID,SEVILLA,5/1/2019 8:00,5/1/2019 10:32,AVE,76.3,Turista,Flexible
4/15/2019 13:33,BARCELONA,MADRID,5/16/2019 11:00,5/16/2019 13:45,AVE,66.75,Turista,Promo
4/28/2019 9:17,BARCELONA,MADRID,6/2/2019 20:00,6/2/2019 23:10,AVE,98,Preferente,Promo
5/3/2019 11:16,BARCELONA,MADRID,5/21/2019 19:25,5/21/2019 21:55,AVE,78.8,Turista,Promo
4/19/2019 12:17,VALENCIA,MADRID,6/17/2019 6:38,6/17/2019 14:20,REGIONAL,28.35,Turista,Adulto ida
4/13/2019 17:09,MADRID,SEVILLA,5/28/2019 14:00,5/28/2019 16:32,AVE,47.3,Turista,Promo
4/22/2019 1:30,MADRID,SEVILLA,4/27/2019 11:05,4/27/2019 13:41,ALVIA,,Turista,Promo
4/12/2019 2:13,MADRID,BARCELONA,5/11/2019 19:30,5/11/2019 22:40,AVE,58.15,Turista,Promo
4/30/2019 13:15,MADRID,SEVILLA,5/25/2019 10:00,5/25/2019 12:32,AVE,76.3,Turista,Flexible
4/14/2019 0:27,MADRID,VALENCIA,5/8/2019 10:40,5/8/2019 12:20,AVE,39.45,Turista,Promo
4/17/2019 2:20,MADRID,SEVILLA,5/23/2019 7:30,5/23/2019 9:51,AVE,47.3,Turista,Promo
4/30/2019 17:46,BARCELONA,MADRID,5/9/2019 9:00,5/9/2019 11:45,AVE,102.15,Turista Plus,Promo
4/21/2019 21:22,PONFERRADA,MADRID,5/3/2019 17:55,5/3/2019 22:55,MD-LD,35.15,Turista con enlace,Promo +
4/25/2019 19:48,MADRID,VALENCIA,5/9/2019 9:40,5/9/2019 11:24,AVE,27.8,Turista,Promo
4/20/2019 8:38,PONFERRADA,MADRID,5/29/2019 17:55,5/29/2019 22:55,MD-LD,21.65,Turista con enlace,Promo
5/7/2019 1:33,VALENCIA,MADRID,5/30/2019 20:15,5/30/2019 21:55,AVE,39.45,Turista,Promo
4/15/2019 8:27,MADRID,VALENCIA,5/1/2019 19:40,5/1/2019 21:29,AVE,45.3,Turista,Promo
5/8/2019 17:11,MADRID,BARCELONA,6/26/2019 16:30,6/26/2019 19:20,AVE,85.1,Turista,Promo
5/3/2019 17:17,MADRID,BARCELONA,5/26/2019 15:30,5/26/2019 18:40,AVE,107.7,Turista,Flexible
4/18/2019 1:24,SEVILLA,MADRID,5/19/2019 14:58,5/19/2019 17:50,ALVIA,,Turista,Flexible
4/19/2019 4:03,SEVILLA,MADRID,4/30/2019 6:10,4/30/2019 8:58,AV City,43.55,Turista,Promo
4/14/2019 12:26,BARCELONA,MADRID,5/19/2019 14:00,5/19/2019 17:10,AVE,66.75,Turista,Promo
4/21/2019 15:13,MADRID,VALENCIA,4/27/2019 16:30,4/27/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
5/7/2019 11:42,MADRID,BARCELONA,7/4/2019 20:30,7/4/2019 23:40,AVE,69.8,Turista Plus,Promo
4/22/2019 6:44,MADRID,BARCELONA,5/10/2019 19:00,5/10/2019 21:30,AVE,100.4,Turista,Promo
4/11/2019 22:08,MADRID,BARCELONA,5/25/2019 6:20,5/25/2019 9:29,AVE,69.8,Turista Plus,Promo
4/17/2019 4:29,SEVILLA,MADRID,5/16/2019 15:45,5/16/2019 18:15,AVE,60.3,Turista,Promo
4/12/2019 12:11,MADRID,BARCELONA,5/23/2019 8:20,5/23/2019 11:05,AVE,,Turista,Promo
5/8/2019 11:05,MADRID,BARCELONA,5/20/2019 7:00,5/20/2019 9:30,AVE,100.4,Turista,Promo
5/1/2019 19:12,VALENCIA,MADRID,5/12/2019 21:05,5/12/2019 23:32,INTERCITY,55.4,Turista,Flexible
5/8/2019 17:17,BARCELONA,MADRID,6/20/2019 10:00,6/20/2019 13:10,AVE,85.1,Turista,Promo
4/19/2019 20:33,MADRID,SEVILLA,5/24/2019 9:45,5/24/2019 12:27,INTERCITY,,Turista,Flexible
4/16/2019 4:16,BARCELONA,MADRID,5/2/2019 10:00,5/2/2019 13:10,AVE,85.1,Turista,Promo
4/24/2019 5:45,MADRID,BARCELONA,5/7/2019 17:30,5/7/2019 20:40,AVE,90.5,Turista Plus,Promo
5/9/2019 9:18,BARCELONA,MADRID,5/10/2019 8:00,5/10/2019 11:10,AVE,181.5,Preferente,Flexible
4/30/2019 23:04,SEVILLA,MADRID,6/7/2019 20:15,6/7/2019 22:36,AVE,35.1,Turista,Promo
4/18/2019 22:33,SEVILLA,MADRID,5/7/2019 6:10,5/7/2019 8:58,AV City,,Turista,Flexible
4/17/2019 9:31,SEVILLA,MADRID,5/15/2019 15:45,5/15/2019 18:15,AVE,76.3,Turista,Flexible
4/14/2019 20:31,BARCELONA,MADRID,4/29/2019 21:15,4/30/2019 0:02,AVE,66.75,Turista,Promo
4/19/2019 12:16,MADRID,VALENCIA,5/3/2019 6:08,5/3/2019 12:55,REGIONAL,28.35,Turista,Adulto ida
4/16/2019 16:23,VALENCIA,MADRID,5/22/2019 20:15,5/22/2019 21:55,AVE,21.95,Turista,Promo
4/19/2019 23:22,PONFERRADA,MADRID,5/20/2019 13:44,5/20/2019 19:21,LD,47,Turista con enlace,Flexible
4/16/2019 22:20,BARCELONA,MADRID,5/10/2019 9:00,5/10/2019 11:45,AVE,85.1,Turista,Promo
4/29/2019 5:11,MADRID,VALENCIA,5/3/2019 6:45,5/3/2019 8:38,AVE,33.65,Turista,Promo
4/13/2019 7:16,MADRID,SEVILLA,5/28/2019 21:25,5/29/2019 0:10,AV City,,Turista,Promo
4/12/2019 6:19,MADRID,VALENCIA,6/6/2019 6:08,6/6/2019 12:55,REGIONAL,28.35,Turista,Adulto ida
5/3/2019 23:21,VALENCIA,MADRID,5/31/2019 9:40,5/31/2019 11:20,AVE,33.65,Turista,Promo
5/2/2019 5:04,MADRID,SEVILLA,5/3/2019 12:00,5/3/2019 14:32,AVE,76.3,Turista,Flexible
4/25/2019 11:21,SEVILLA,MADRID,5/7/2019 15:45,5/7/2019 18:15,AVE,76.3,Turista,Flexible
5/9/2019 11:13,MADRID,BARCELONA,6/13/2019 18:30,6/13/2019 21:20,AVE,85.1,Turista,Promo
4/18/2019 12:41,MADRID,VALENCIA,5/31/2019 15:10,5/31/2019 17:20,INTERCITY,38.8,Turista,Promo
4/16/2019 2:23,SEVILLA,MADRID,5/28/2019 7:40,5/28/2019 10:05,AVE,60.3,Turista,Promo
5/8/2019 15:15,MADRID,BARCELONA,6/17/2019 20:30,6/17/2019 23:40,AVE,49.15,Turista Plus,Promo
5/8/2019 19:23,SEVILLA,MADRID,6/22/2019 7:00,6/22/2019 10:02,AV City,52.2,Turista Plus,Promo
4/16/2019 0:24,MADRID,BARCELONA,5/26/2019 16:00,5/26/2019 18:30,AVE,100.4,Turista,Promo
4/22/2019 0:17,SEVILLA,MADRID,5/11/2019 11:45,5/11/2019 14:17,AVE,76.3,Turista,Flexible
4/29/2019 1:15,MADRID,BARCELONA,5/20/2019 6:30,5/20/2019 9:20,AVE,98,Preferente,Promo
5/2/2019 17:00,MADRID,SEVILLA,5/10/2019 20:00,5/10/2019 22:21,AVE,76.3,Turista,Flexible
4/29/2019 3:29,MADRID,SEVILLA,5/6/2019 20:35,5/6/2019 23:15,AVE,47.3,Turista,Promo
4/15/2019 21:35,VALENCIA,MADRID,5/16/2019 9:40,5/16/2019 11:20,AVE,21.95,Turista,Promo
5/5/2019 15:28,MADRID,VALENCIA,5/16/2019 15:10,5/16/2019 16:52,AVE,39.45,Turista,Promo
4/26/2019 17:28,VALENCIA,MADRID,5/22/2019 20:15,5/22/2019 21:55,AVE,21.95,Turista,Promo
4/15/2019 13:30,SEVILLA,MADRID,4/17/2019 21:00,4/17/2019 23:52,AV City,58.95,Turista Plus,Promo
4/29/2019 3:20,VALENCIA,MADRID,5/9/2019 21:05,5/9/2019 23:32,INTERCITY,29.9,Turista,Promo
4/12/2019 11:12,MADRID,SEVILLA,5/1/2019 13:00,5/1/2019 15:40,AVE,,Turista,Flexible
4/14/2019 22:10,MADRID,PONFERRADA,5/20/2019 17:30,5/20/2019 21:33,ALVIA,27.9,Turista,Promo
4/15/2019 3:18,MADRID,SEVILLA,5/3/2019 13:30,5/3/2019 16:05,ALVIA,,Turista,Promo
4/23/2019 15:28,MADRID,SEVILLA,4/24/2019 10:00,4/24/2019 12:32,AVE,76.3,Turista,Flexible
5/1/2019 11:15,MADRID,BARCELONA,5/27/2019 12:30,5/27/2019 15:30,AVE,90.5,Turista Plus,Promo
4/27/2019 17:03,BARCELONA,MADRID,5/24/2019 12:50,5/24/2019 15:45,AVE-TGV,85.1,Turista,Promo
4/15/2019 19:04,BARCELONA,MADRID,5/16/2019 17:00,5/16/2019 19:45,AVE,66.75,Turista,Promo
4/15/2019 15:25,MADRID,SEVILLA,5/26/2019 13:00,5/26/2019 15:40,AVE,53.4,Turista,Promo
4/14/2019 19:23,BARCELONA,MADRID,5/19/2019 21:25,5/19/2019 23:55,AVE,85.1,Turista,Promo
4/13/2019 1:26,MADRID,VALENCIA,5/10/2019 16:55,5/10/2019 21:58,AVE-LD,,Turista con enlace,Flexible
4/14/2019 9:28,MADRID,VALENCIA,4/18/2019 14:10,4/18/2019 16:03,AVE,66.55,Preferente,Promo
4/12/2019 23:25,MADRID,VALENCIA,5/30/2019 16:55,5/30/2019 21:58,AVE-LD,,Turista con enlace,Flexible
4/20/2019 15:47,SEVILLA,MADRID,5/10/2019 12:18,5/10/2019 14:56,ALVIA,,Turista,Promo
4/21/2019 15:04,BARCELONA,MADRID,5/14/2019 8:00,5/14/2019 11:10,AVE,85.1,Turista,Promo
4/18/2019 12:29,SEVILLA,MADRID,5/28/2019 16:45,5/28/2019 19:17,AVE,76.3,Turista,Flexible
4/30/2019 1:25,VALENCIA,MADRID,5/2/2019 7:10,5/2/2019 8:51,AVE,45.3,Turista,Promo
4/27/2019 3:00,VALENCIA,MADRID,5/3/2019 14:10,5/3/2019 15:48,AVE,51.15,Turista,Promo
4/18/2019 4:03,MADRID,VALENCIA,4/27/2019 8:40,4/27/2019 10:33,AVE,45.3,Turista,Promo
4/13/2019 3:13,MADRID,SEVILLA,4/23/2019 9:45,4/23/2019 12:27,INTERCITY,,Turista,Flexible
4/30/2019 9:21,MADRID,VALENCIA,5/25/2019 8:40,5/25/2019 10:33,AVE,51.15,Turista,Promo
4/14/2019 3:19,MADRID,SEVILLA,5/24/2019 12:00,5/24/2019 14:32,AVE,76.3,Turista,Flexible
4/22/2019 22:46,MADRID,SEVILLA,4/29/2019 20:35,4/29/2019 23:15,AVE,60.3,Turista,Promo
4/15/2019 20:28,BARCELONA,MADRID,5/10/2019 18:00,5/10/2019 21:10,AVE,107.7,Turista,Flexible
5/7/2019 3:46,MADRID,BARCELONA,5/25/2019 15:30,5/25/2019 18:40,AVE,66.75,Turista,Promo
4/17/2019 11:02,SEVILLA,MADRID,5/27/2019 9:40,5/27/2019 12:23,AVE,76.3,Turista,Flexible
4/13/2019 8:16,MADRID,SEVILLA,4/30/2019 8:30,4/30/2019 11:14,ALVIA,,Turista,Flexible
4/16/2019 6:19,VALENCIA,MADRID,5/10/2019 6:30,5/10/2019 8:22,AVE,27.8,Turista,Promo
4/24/2019 6:14,BARCELONA,MADRID,5/23/2019 6:25,5/23/2019 8:55,AVE,78.8,Turista,Promo
4/20/2019 7:00,MADRID,SEVILLA,4/28/2019 13:00,4/28/2019 15:40,AVE,69.4,Preferente,Promo
4/22/2019 2:16,VALENCIA,MADRID,5/28/2019 6:20,5/28/2019 10:36,INTERCITY,17.15,Turista,Promo
4/18/2019 9:14,BARCELONA,MADRID,5/1/2019 16:25,5/1/2019 18:55,AVE,58.45,Turista,Promo
4/17/2019 22:44,MADRID,SEVILLA,5/19/2019 11:05,5/19/2019 13:41,ALVIA,,Preferente,Promo
4/29/2019 23:13,MADRID,BARCELONA,5/30/2019 18:00,5/30/2019 20:30,AVE,127.1,Turista,Flexible
4/23/2019 15:19,PONFERRADA,MADRID,5/27/2019 6:11,5/27/2019 11:57,LD,,Turista,Promo
4/16/2019 4:33,MADRID,SEVILLA,4/25/2019 8:00,4/25/2019 10:32,AVE,69.4,Preferente,Promo
4/17/2019 3:35,MADRID,VALENCIA,5/29/2019 11:10,5/29/2019 13:25,INTERCITY,29.9,Turista,Promo
4/23/2019 9:36,MADRID,VALENCIA,5/27/2019 15:30,5/27/2019 22:31,AVE-MD,71,Turista con enlace,Flexible
5/6/2019 23:25,PONFERRADA,MADRID,5/11/2019 13:44,5/11/2019 19:21,LD,47,Turista con enlace,Flexible
4/22/2019 11:09,MADRID,SEVILLA,5/24/2019 21:25,5/25/2019 0:10,AV City,62.2,Turista,Flexible
4/19/2019 16:46,MADRID,PONFERRADA,5/14/2019 17:30,5/14/2019 21:33,ALVIA,33.5,Turista,Promo
4/16/2019 13:10,MADRID,SEVILLA,5/24/2019 18:00,5/24/2019 20:32,AVE,,Turista,Flexible
4/12/2019 11:17,MADRID,BARCELONA,5/31/2019 14:30,5/31/2019 17:21,AVE,,Turista,Promo
4/13/2019 9:23,MADRID,VALENCIA,4/15/2019 20:40,4/15/2019 22:24,AVE,,Turista,Promo
5/8/2019 19:30,MADRID,SEVILLA,7/3/2019 10:00,7/3/2019 12:32,AVE,29,Turista,Promo
4/17/2019 7:07,SEVILLA,MADRID,4/21/2019 13:40,4/21/2019 16:10,AVE,,Turista,Flexible
4/23/2019 3:14,SEVILLA,MADRID,5/28/2019 8:45,5/28/2019 11:15,AVE,76.3,Turista,Flexible
4/23/2019 16:44,MADRID,BARCELONA,5/11/2019 9:30,5/11/2019 12:34,AVE,85.1,Turista,Promo
4/25/2019 5:32,MADRID,SEVILLA,5/23/2019 8:30,5/23/2019 11:14,ALVIA,,Turista,Promo
4/22/2019 7:26,SEVILLA,MADRID,4/28/2019 14:45,4/28/2019 17:15,AVE,128.5,Preferente,Flexible
4/23/2019 14:11,VALENCIA,MADRID,4/24/2019 17:10,4/24/2019 18:50,AVE,73.1,Turista,Flexible
